x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label,filename
0.39324160493899313,0.49263112884654287,-0.013073530680745425,0.5410384400192076,0.5708282384189658,0.0383503451686803,0.32474620386833736,0.31659020650291764,-0.0046425193769336764,0.5453221547185445,0.35684621536329414,-0.01672110647458891,0.47100260361712193,0.3496270803314102,0.006169495141024807,0.4668723818447037,0.486856748280059,0.0025196272641399148,0.44516957976102467,0.41474439310920236,-0.04662527503807321,0.5642810189824001,0.4192317203183383,0.028787536611292727,0.49092360684953695,0.5016352806173958,0.016927865899155778,0.37676695309506947,0.4598242364060145,-0.020423860380967364,0.5727610471119048,0.530556981933443,-0.007201772732302027,0.4484897420032106,0.5161287417673048,0.024693456027835986,0.5368185446930355,0.43790708869133893,-0.03142511722703599,0.5767480443759618,0.4527883344297306,-0.019369275539227095,0.5628969564232855,0.3433798729839579,-0.009751726408505891,0.5659898655612856,0.4334100455676564,-0.021389363659752483,0.5218534092463138,0.5661186740993156,0.0006182806702746263,0.394888597230159,0.4117176295534266,0.019007752694149935,0.30923284952561475,0.5225352566542542,0.040035086162089326,0.3689034586450762,0.35843876530258034,0.0006290578682578568,0.46351025941781315,0.31941653216247473,0.03135220556461915,palm,palm_0.jpg
0.548287757703547,0.38901603544174024,-0.016133684650556437,0.5847821564111353,0.5359124772315069,-0.00540941906779073,0.4268995896517913,0.37667855840558767,0.007915336499534652,0.30960376722208144,0.4443342462954366,0.01783230259439704,0.44878831816452086,0.5227033895817061,0.03902959646842294,0.38227917220944485,0.4569458930818775,-0.03547712696907043,0.49610480217228176,0.43273887922327214,0.044905358071318346,0.483602883257752,0.5772340262263167,-0.01845235620582416,0.4767235785800451,0.557618892772266,0.04922132579134249,0.36363511934988263,0.35437155431848444,0.021957769730309565,0.39025946733884936,0.3221999147862816,-0.010790499827898328,0.3900418669415816,0.5807872057697092,0.02394741840408579,0.4861134452170698,0.5770066945184094,0.009751433710176324,0.5099916048201658,0.4551066549988584,-0.012303922579012458,0.3605620631372505,0.3681483316375288,-0.02179911967311078,0.505596283323791,0.45956259299381585,-0.04074117211373626,0.3355601332037786,0.5799857881444315,-0.04045506977930005,0.4510728594927085,0.4858810015619065,-0.030145860260495618,0.571782915405552,0.3784462445613277,0.041665712991256584,0.5714601404563088,0.5813131939729642,-0.009739543290149574,0.34832890113158216,0.46906772744136993,-0.044441335289521045,palm,palm_1.jpg
0.4365385220858711,0.44523358533471585,-0.0329525546703283,0.49859455909461503,0.4725108798277574,0.00941789488852078,0.35000251118862047,0.308133110767767,-0.017753588030165295,0.515025422935444,0.3128429199798044,0.03742770309187947,0.47560792595391577,0.5593016065533524,-0.0023756256628392064,0.4616770660791166,0.4288138493818273,-0.04421739991853882,0.3380554644087954,0.4278132525114202,-0.029386916784956175,0.581300479159534,0.5658122197178639,0.025139043045906043,0.5816498342026832,0.31605978410270974,-0.023918510206907186,0.4846991228574795,0.5836203885359561,-0.006538241218070208,0.32569101795878647,0.41445176852869137,0.03526396533892305,0.4831268697563911,0.39534812496058463,-0.007647358039112664,0.5089831762291464,0.37873396283237093,0.02950132872513188,0.5578391979396726,0.3044927285601105,-0.0023798683602639925,0.44926383523599134,0.41196125678725887,-0.019452811601642507,0.38035858392685495,0.418970437346607,0.04355564335246352,0.33921124490191334,0.5855863664937477,0.04259525358468051,0.38926435167716444,0.38276487972941775,0.015270947310376176,0.3646479262083121,0.5873153866669152,0.04214175499237216,0.5266693455924031,0.5919217701652438,0.00808016815333211,0.5834629520234363,0.39591128238608975,-0.04499587374036243,palm,palm_2.jpg
0.5567702710216832,0.3904693558597783,-0.047059565809205485,0.4958280607913922,0.3091912731358619,0.04721145247870816,0.567195600734811,0.5232980554457974,0.023069913349013482,0.3426290832726036,0.44596715600921266,0.04534612568647145,0.36218865681393436,0.44353521079538516,-0.04600258173655583,0.47831825116696947,0.38166995513563795,0.014706463682616383,0.40841189046689524,0.5794069852482936,-0.014199978474180433,0.5107517569891289,0.4158278307654972,0.007641687044250792,0.4155503490501136,0.4038385360400955,0.002953363840126344,0.3077232597085573,0.3294920678141981,-0.006558863437706397,0.5715102048592183,0.3853652313808791,-0.04722149972667358,0.44672920948692835,0.4008074735032541,0.013442157639035585,0.38305906203776874,0.4091863581937828,-0.027828118658039736,0.4808425903491176,0.5941462769912634,-0.04692794001717392,0.3026164551274497,0.3641348371050841,0.009913632932746275,0.4517172176954143,0.3741632713996305,-0.049433736690437075,0.3199975655286887,0.5608509442457288,-0.013964016061321194,0.3679959857370958,0.5895723207353001,-0.03021798675553027,0.3493107866083168,0.3648323602954767,0.01855975125136923,0.4394099678296923,0.5652188165117633,0.01088372613463616,0.4532659536996857,0.4913196395466929,-0.010882540488751521,palm,palm_3.jpg
0.5677511952748319,0.5406359831115571,-0.04746808567937769,0.47089562041513255,0.5539606137578753,0.04027477175737261,0.3979260872430965,0.5601606192019208,-0.006167616792875363,0.32258109371660937,0.5459280344791018,-0.02075041376147543,0.37059935149686735,0.5499866010700523,0.039931397320302875,0.3862788953426485,0.3159713979401734,-0.04000684695282084,0.48494137504652346,0.4683316798752664,0.0422984799973606,0.33666836124273297,0.5070603507632048,0.025173598649229426,0.3005646667191199,0.4164322484055585,-0.03842460563722756,0.34968372494257116,0.5417679728393315,0.012046252474046656,0.5768757375462434,0.5879128954768331,-0.0002927580421897974,0.317335477164576,0.43808736151963235,0.005070582073705407,0.4122510749200301,0.5879057021944227,-0.0018931497703793543,0.4587207523120273,0.5368174596813577,-0.01490499972481283,0.3039932959360671,0.39823610097301754,-0.022317575600472785,0.41013904623835107,0.35325874709021654,0.00781072221784488,0.3506014595682318,0.48790067578605645,0.049663989509491926,0.43200422854647436,0.348391781160204,0.04397309750013044,0.5601300602251755,0.379121889568961,0.04732438568765822,0.41837164969991125,0.5111420422305485,0.015828335598613755,0.3603542346067772,0.4194982349852762,-0.00913750944884175,palm,palm_4.jpg
0.5053249229878917,0.3438081319182884,0.02506642947803059,0.3143614323252404,0.5847221755996841,-0.007593212777587607,0.5231829757283327,0.4774079844248271,-0.011727470710837538,0.38111964946288307,0.43469496066680946,0.035589729921193136,0.565795774306386,0.3304435687316235,0.01786447777616293,0.5444776348321363,0.3638459930017092,0.04839898727240641,0.37203305281419197,0.5782544269521848,-0.007421734161609558,0.537690152342844,0.5822040467764107,0.025221966330831444,0.5748036187140204,0.3383067869566295,-0.011094842955888994,0.5614321644219222,0.30499704636531794,-0.04994210785698903,0.37602900736659706,0.5561835167785949,-0.0015265579864139484,0.4862471656782484,0.4834650296959606,-0.0025085983590475217,0.5655162288969136,0.39973516268508286,0.03622868262916433,0.5551991301613164,0.30571432612779786,0.024120418410342473,0.4039318675090807,0.31929834773342675,-0.0021926407613718085,0.4479728525839789,0.5459568357336916,-0.02570286826245234,0.5126359433639293,0.4393792655913348,-0.024255902237029416,0.46667454040086653,0.511091129972434,-0.03897049936500178,0.3286537321040344,0.40449082773194367,-0.013755369631074633,0.4943481088709383,0.518759671918093,-0.013166941024385072,0.5403811636521956,0.32468432535497005,-0.037206374313010174,palm,palm_5.jpg
0.47953071342321096,0.32635833099256334,-0.015759879211359594,0.44468711721439036,0.5035829838283711,0.04585716405358191,0.5577180438182421,0.5614601944268393,0.005839189582162382,0.4665185329185685,0.47629183385872925,-0.007050338198380926,0.3358369023376411,0.35717575568782955,-0.048596735668653926,0.4992103407615195,0.3884851064357053,0.028674920591323677,0.4223501212777256,0.531259282737836,0.02741027075934932,0.38757579405740716,0.40139192535726753,-0.012067319114056098,0.45131952503756206,0.5037503749506557,-0.03475626261500097,0.5452408876153245,0.3490855187459855,0.02056727927098337,0.4509460701585053,0.3949542550989102,-0.008363030829150318,0.3677016187488926,0.5026117224558054,0.04336866513958619,0.596209190482494,0.5263430005558996,-0.03515395191667329,0.5827308225655341,0.5834748347006672,-0.02564288763380932,0.39402918658163294,0.4374708996880303,0.011072232278523518,0.49301107335001626,0.5906215682811548,-0.036797485449627215,0.45715312700021316,0.3194193669199034,-0.03219868137071572,0.5646292790477092,0.47692080991472763,-0.003770529322673931,0.3287203535489407,0.3390447130006615,-0.017262501532232112,0.5769304900399704,0.528694032511749,-0.029335550765795828,0.4171252342962086,0.37258978437699564,0.023859576148128434,palm,palm_6.jpg
0.45618069125965416,0.5999263671876643,-0.024986780243491227,0.4224989130130101,0.5253181737048745,-0.006052351821752122,0.5339643692809473,0.36769521376489495,0.04505075261078115,0.3928528734029651,0.5642818247575794,-0.03148597087184353,0.43979602957400765,0.48027000808606907,-0.014362819341153223,0.3646100419786897,0.4399452363548939,-0.004288608263296037,0.4644586504851288,0.3995786749641873,0.002276112787594632,0.33489087807922785,0.5607048004318838,0.0009407071744477746,0.5174393497507899,0.4745390288182807,-0.02940707318616739,0.5344483959369901,0.42288739329394825,-0.008064089347131223,0.42545840365758486,0.3762816166021383,0.04858029400218697,0.42041928823293134,0.34769264034502634,0.04512402730113227,0.4057882752542468,0.5817198838340637,-0.02542721814232334,0.5204751862819139,0.35007751216132144,0.021493681458114727,0.47334031410699046,0.4540375217091086,-0.033788018664307834,0.5872111679710016,0.31097058980663955,0.023654322702037323,0.3182197426474527,0.4744101927936539,0.04012163393030302,0.46800248213402385,0.5978586225411868,0.0348182164671261,0.41560412065466346,0.5057877360512808,-0.015347974980051825,0.4190641166395098,0.5447260543952245,0.0020654783216901285,0.4929723549697109,0.3814087566575546,0.0372771212416553,palm,palm_7.jpg
0.3809987561528571,0.5902431817885057,0.02298089526032314,0.3673878004416365,0.39081524343967877,0.01821467389542003,0.5199165618156655,0.4822140476978546,-0.009346094221570213,0.3236743714971207,0.5840936889645603,-0.02683181399279363,0.5732155367332716,0.34330376317032446,0.034060890944901986,0.473716420197018,0.39691671991648886,-0.03060080143976428,0.4605948937622635,0.41756230971951386,0.007671686216393539,0.3007486853725328,0.5866379094380494,-0.0377931380873824,0.338816698522593,0.4300183212887132,-0.027153990973937638,0.48191319184343795,0.5306326501505195,0.01535181134887495,0.4005473916707678,0.40982852287667504,-0.015792447729878326,0.360294195675148,0.5995887499845467,0.025426705285912607,0.33406565556351636,0.5722061278360361,0.026070505263965302,0.5187854739298245,0.4912923759176503,0.04493752737187212,0.5667116972343254,0.3451172955149214,-0.03739052280423092,0.3003173746777575,0.40537345882772835,-0.017197586919794616,0.38180521228567404,0.30028927673713607,-0.03244374106603114,0.3441560439620276,0.5501404669311153,0.019763550328801824,0.5913814282317669,0.32433569006815655,0.04439616053399041,0.5897699950213653,0.5537483801224419,0.016147400668066997,0.5954039142750218,0.4247347409818236,-0.0010444235980887617,palm,palm_8.jpg
0.428121469962965,0.5487518485863156,-0.03755837410430012,0.3521622177896908,0.4460904309034004,0.04187422905491672,0.39429937974246176,0.3257241774517028,0.024362519318930437,0.5176272263321943,0.4052778712521467,-0.030826044628894458,0.5548842063155516,0.5926410390275378,0.03605723090795035,0.3232470886417115,0.5624179037727884,0.03772353700915354,0.34617868214777076,0.4774528131441944,0.02077249320686063,0.4225564302917044,0.49616209894153807,-0.0049031180330229365,0.48527556385951576,0.41026567982064044,0.012146984672660864,0.4163937789056069,0.3611791580962239,0.03441866847745266,0.5080812135470659,0.4917343737848895,-0.014404963074208445,0.5033905365193302,0.4930997948181025,0.043597545593131865,0.44235245477324986,0.3116451260991137,-0.04695879669789315,0.5969568879605388,0.3251671454400968,0.00637579744999324,0.4329195535051624,0.3807133906572203,0.020326621836386616,0.32970761163816026,0.4785571262690689,-0.03556046148445881,0.41752267095114165,0.44742948784105374,0.02702442715934117,0.3417669207574783,0.35128004620525644,0.017704266967180207,0.3860501483322581,0.40586118542324884,0.0023304526271505366,0.4907804649854443,0.4567795724991316,-0.039411752737628425,0.516384266500396,0.5372402849390352,0.015492176257106374,palm,palm_9.jpg
0.5077613446674186,0.5153071726996695,-0.014699925268974123,0.521774274037977,0.48115592785018946,-0.020761682767261036,0.35869251036498495,0.5432524654737205,0.01167778111283628,0.3499870301750977,0.3278075406802677,-0.04221578941245585,0.3075969000837886,0.3273053387005309,0.03526221950796639,0.3177292335555799,0.39376893260397183,-0.002307023791306463,0.5633497844937712,0.5895670772345873,-0.02572979751021647,0.5480771004703171,0.30059582134066065,0.002106001588288789,0.45701052372569406,0.4183244521929079,-0.019012672029975086,0.38087908488986416,0.40528508723649104,-0.023996477275687014,0.4011072183397919,0.4327939234561228,-0.044952578281181155,0.39975757168243714,0.4112625085946272,0.04424040094103622,0.3064347773645627,0.4810768671279534,0.02427328045633481,0.44424689831941166,0.5415140335532131,0.018305592505551443,0.5827913080626823,0.3718564398676686,-0.004475316144584407,0.5792421235467435,0.5166309787589608,-0.014276886185046599,0.5751575160559592,0.5772749816618561,0.038119670693281094,0.445328099969859,0.3214265287262626,-0.007479346050885516,0.48570590533265146,0.3596712033708305,-0.0038067618111219947,0.32950374969403007,0.4587872467546449,0.020903573136129935,0.43992724881305134,0.40929119400775615,0.014709321066789308,palm,palm_10.jpg
0.37733517954135043,0.5703709046120655,0.03927953418667107,0.36935782342560386,0.5884087572824039,0.04343395832376419,0.5893572104365108,0.5857250074103568,-0.022798961192179036,0.3688420792530582,0.5293343542983575,-0.039119020366065155,0.3767224312400219,0.41997762242464487,-0.0018354868490367063,0.34012746062403587,0.5996947742434067,-0.029671057412713166,0.37022001862833276,0.34341133300424087,0.043487766467411426,0.33664847238054685,0.5042921519381729,0.048979641858434814,0.47819069899772226,0.3549213209352558,-0.023610863961578767,0.5018017140998459,0.4256629994940264,-0.003036704754644015,0.5922586144440498,0.5679601083517823,-0.03552296073925283,0.5101686976404664,0.3675357666566175,0.04928900441815133,0.35530037189675706,0.42730363705373675,-0.04779716490720576,0.5347787653092462,0.4149036213138346,0.011874604315028549,0.38391437381506033,0.5156805147333129,0.004263362571464299,0.590868998233591,0.5950660826088492,0.026286557936430102,0.5915822282762029,0.57590413869934,0.003300243569356931,0.42244117066228576,0.31604711855546347,0.04669306557206669,0.35322313861909477,0.4343423953545136,0.007781033541595553,0.4610720854044186,0.3654339591882186,-0.04884126745203147,0.590438168906625,0.40302654724325576,0.04013980789033017,palm,palm_11.jpg
